person_id,trip_id,age,female,distance,travel_mode
410,186,62,1,3.705,drive
410,187,62,1,3.353,drive
410,188,62,1,4.512,drive
410,189,62,1,4.512,drive
410,190,62,1,7.057,drive
420,191,48,0,10.081,drive
420,192,48,0,10.081,drive
421,193,46,1,7.757,drive
421,194,46,1,3.479,drive
421,195,46,1,2.216,drive
421,196,46,1,5.206,drive
421,197,46,1,2.995,drive
421,198,46,1,13.407,drive
422,199,17,0,10.081,drive
422,200,17,0,10.081,drive
422,201,17,0,2.35,walk
422,202,17,0,2.35,walk
423,203,13,1,1.516,pt
423,204,13,1,3.871,pt
423,205,13,1,1.713,pt
423,206,13,1,1.201,drive
430,207,43,0,2.007,pt
430,208,43,0,2.007,pt
430,209,43,0,1.541,pt
430,210,43,0,1.541,pt
440,211,38,0,5.782,drive
440,212,38,0,1.31,drive
440,213,38,0,6.296,drive
450,214,26,1,1.354,pt
451,215,35,0,2.772,walk
451,216,35,0,2.772,walk
452,217,8,0,1.354,pt
453,218,7,0,1.354,pt
460,219,22,1,7.855,pt
460,220,22,1,7.855,pt
470,221,28,1,18.392,pt
470,222,28,1,2.012,pt
470,223,28,1,20.396,pt
471,224,28,0,18.804,pt
471,225,28,0,18.804,pt
480,226,64,0,0.876,pt
480,227,64,0,2.193,pt
480,228,64,0,2.237,pt
480,229,64,0,1.197,pt
480,230,64,0,1.157,pt
490,231,50,0,3.763,pt
490,232,50,0,3.763,pt
491,233,47,1,1.315,walk
491,234,47,1,1.315,walk
492,235,22,1,1.315,walk
492,236,22,1,1.315,walk
493,237,12,1,3.634,pt
493,238,12,1,3.634,pt
500,239,45,1,22.304,pt
501,240,45,0,2.916,walk
501,241,45,0,2.952,walk
501,242,45,0,4.24,walk
511,243,23,1,5.935,pt
511,244,23,1,5.935,pt
520,245,35,0,13.496,pt
520,246,35,0,11.695,pt
520,247,35,0,1.877,walk
521,248,35,1,1.57,drive
521,249,35,1,1.57,drive
530,250,43,1,1.608,walk
530,251,43,1,1.608,walk
541,252,27,0,1.924,pt
541,253,27,0,1.924,pt
550,254,35,1,10.123,pt
550,255,35,1,10.123,pt
551,256,14,0,10.123,pt
551,257,14,0,10.123,pt
560,258,73,0,3.853,pt
560,259,73,0,4.047,pt
570,260,41,0,5.356,walk
570,261,41,0,5.356,pt
580,262,64,1,4.593,pt
580,263,64,1,4.593,pt
581,264,27,0,22.122,pt
581,265,27,0,22.122,pt
590,266,76,0,1.547,drive
590,267,76,0,1.547,drive
601,268,32,1,1.436,walk
601,269,32,1,1.215,drive
601,270,32,1,1.215,drive
610,271,84,0,2.258,drive
610,272,84,0,2.258,drive
610,273,84,0,4.657,drive
610,274,84,0,4.657,drive
611,275,76,1,2.258,drive
611,276,76,1,2.258,drive
621,277,73,0,4.739,drive
621,278,73,0,4.739,drive
630,279,60,1,1.147,walk
630,280,60,1,1.147,pt
632,281,29,1,6.96,drive
633,282,34,0,6.172,drive
633,283,34,0,6.96,drive
642,284,19,0,0.514,walk
642,285,19,0,0.514,walk
652,286,19,1,1.649,walk
652,287,19,1,1.649,walk
660,288,76,1,0.45,drive
660,289,76,1,1.256,walk
660,290,76,1,1.256,walk
660,291,76,1,0.45,drive
670,292,55,1,0.838,walk
670,293,55,1,0.838,walk
671,294,23,1,9.24,pt
671,295,23,1,9.24,pt
681,296,26,1,1.097,walk
681,297,26,1,1.991,pt
681,298,26,1,1.138,walk
682,299,25,0,1.097,walk
682,300,25,0,1.991,pt
682,301,25,0,1.138,walk
690,302,30,1,12.207,drive
690,303,30,1,0.909,drive
700,304,49,1,16.906,drive
700,305,49,1,16.906,drive
710,306,64,1,9.99,drive
710,307,64,1,6.448,drive
710,308,64,1,4.787,drive
711,309,67,0,9.99,drive
711,310,67,0,6.448,drive
711,311,67,0,4.787,drive
720,312,33,1,0.664,walk
721,313,23,0,0.664,walk
722,314,12,0,0.664,walk
723,315,5,1,0.664,walk
730,316,64,0,0.96,walk
730,317,64,0,0.96,walk
740,318,70,1,1.01,pt
740,319,70,1,1.01,pt
741,320,86,0,1.01,pt
741,321,86,0,1.01,pt
750,322,50,0,10.36,drive
750,323,50,0,9.416,drive
751,324,49,1,9.416,pt
751,325,49,1,9.416,drive
760,326,66,1,7.65,pt
760,327,66,1,7.557,pt
771,328,60,0,6.643,drive
771,329,60,0,6.643,drive
780,330,52,1,1.281,drive
780,331,52,1,23.638,drive
780,332,52,1,23.638,drive
781,333,75,0,23.638,drive
781,334,75,0,23.638,drive
782,335,13,1,23.638,drive
782,336,13,1,23.638,drive
790,337,29,1,2.028,drive
790,338,29,1,2.028,drive
790,339,29,1,0.884,drive
800,340,31,1,0.977,pt
800,341,31,1,0.977,pt
810,342,50,0,0.776,walk
810,343,50,0,0.776,walk
811,344,43,1,1.772,drive
811,345,43,1,1.772,drive
811,346,43,1,3.197,drive
811,347,43,1,3.197,drive
812,348,13,1,3.197,drive
813,349,11,0,0.776,walk
813,350,11,0,0.776,walk
814,351,9,0,0.776,walk
814,352,9,0,0.776,walk
820,353,74,1,3.748,pt
820,354,74,1,3.748,pt
821,355,78,0,1.715,drive
821,356,78,0,1.784,drive
830,357,59,0,0.322,walk
830,358,59,0,0.348,walk
840,359,49,1,1.458,pt
840,360,49,1,0.423,walk
840,361,49,1,1.863,pt
841,362,49,0,4.837,pt
841,363,49,0,4.837,pt
842,364,18,0,3.799,pt
842,365,18,0,3.799,pt
850,366,38,1,1.053,walk
850,367,38,1,0.799,walk
860,368,64,1,1.105,drive
860,369,64,1,3.255,drive
860,370,64,1,1.548,drive
860,371,64,1,1.352,drive
860,372,64,1,2.886,drive
860,373,64,1,1.548,drive
870,374,42,1,2.821,pt
870,375,42,1,2.821,drive
871,376,8,0,2.821,pt
871,377,8,0,2.821,drive
880,378,63,0,15.685,drive
880,379,63,0,15.685,drive
881,380,65,1,15.685,drive
881,381,65,1,15.685,drive
890,382,31,0,8.393,drive
890,383,31,0,8.393,drive
891,384,28,1,8.393,drive
891,385,28,1,8.393,drive
901,386,25,1,4.134,pt
901,387,25,1,4.134,pt
911,388,34,0,8.781,drive
911,389,34,0,8.781,drive
921,390,40,1,2.8,drive
921,391,40,1,2.8,drive
930,392,38,1,0.735,walk
930,393,38,1,0.735,walk
931,394,38,0,0.735,walk
931,395,38,0,0.735,walk
942,396,25,1,3.538,drive
942,397,25,1,3.538,drive
950,398,26,0,5.023,pt
950,399,26,0,1.263,walk
950,400,26,0,1.752,pt
950,401,26,0,1.333,walk
950,402,26,0,4.117,pt
950,403,26,0,0.852,walk
950,404,26,0,3.673,pt
951,405,25,1,5.023,pt
951,406,25,1,1.263,walk
951,407,25,1,1.752,pt
951,408,25,1,1.333,walk
951,409,25,1,4.117,pt
951,410,25,1,0.852,walk
951,411,25,1,3.673,pt
960,412,40,1,9.272,drive
961,413,52,0,9.272,drive
962,414,17,1,9.272,drive
963,415,16,0,9.272,drive
964,416,11,1,9.272,drive
965,417,9,1,9.272,drive
970,418,47,0,2.174,drive
970,419,47,0,2.174,drive
971,420,45,1,2.696,drive
971,421,45,1,2.696,drive
972,422,17,1,2.696,drive
972,423,17,1,2.696,drive
973,424,10,1,2.696,drive
973,425,10,1,2.696,drive
974,426,8,0,2.696,drive
974,427,8,0,2.696,drive
980,428,43,0,2.041,drive
980,429,43,0,2.041,drive
980,430,43,0,2.041,drive
980,431,43,0,2.041,drive
981,432,33,1,2.041,drive
981,433,33,1,2.041,drive
990,434,44,1,8.415,drive
990,435,44,1,3.718,pt
990,436,44,1,3.792,pt
990,437,44,1,8.415,drive
992,438,14,1,8.415,drive
992,439,14,1,3.718,pt
992,440,14,1,3.792,pt
992,441,14,1,8.415,drive
993,442,9,0,8.415,drive
993,443,9,0,3.718,pt
993,444,9,0,3.792,pt
993,445,9,0,8.415,drive
1000,446,24,1,1.063,pt
1000,447,24,1,0.986,pt
1011,448,17,0,3.16,pt
1011,449,17,0,2.431,pt
1011,450,17,0,4.384,pt
1021,451,42,1,5.328,drive
1021,452,42,1,3.236,drive
1022,453,12,1,5.328,drive
1022,454,12,1,3.236,drive
1032,455,13,0,2.673,pt
1032,456,13,0,2.673,pt
1033,457,13,0,2.673,pt
1033,458,13,0,2.673,pt
1040,459,54,1,4.838,drive
1040,460,54,1,4.838,drive
1050,461,31,0,13.664,drive
1060,462,19,0,2.947,walk
1070,463,31,0,7.351,drive
1080,464,41,1,6.989,drive
1080,465,41,1,6.989,drive
1090,466,30,0,0.808,drive
1090,467,30,0,0.808,drive
1100,468,57,0,6.331,drive
1101,469,55,1,6.331,drive
1101,470,55,1,2.148,drive
1111,471,54,1,3.661,pt
1121,472,54,1,1.502,walk
1121,473,54,1,1.502,walk
1122,474,16,1,1.349,pt
1122,475,16,1,1.275,pt
1122,476,16,1,1.335,pt
1130,477,53,0,10.076,pt
1130,478,53,0,0.903,walk
1130,479,53,0,10.539,pt
1140,480,48,1,2.5,drive
1140,481,48,1,2.5,drive
1142,482,21,1,2.5,drive
1142,483,21,1,2.5,drive
1151,484,46,0,6.691,drive
1160,485,75,1,6.216,pt
1160,486,75,1,6.216,pt
1170,487,19,0,5.654,pt
1170,488,19,0,1.376,walk
1171,489,69,1,1.87,pt
1171,490,69,1,1.87,pt
1180,491,49,0,11.465,pt
1190,492,54,0,1.211,pt
1190,493,54,0,1.211,pt
1200,494,69,1,2.083,pt
1200,495,69,1,2.083,pt
1210,496,57,0,9.326,pt
1210,497,57,0,9.326,pt
1210,498,57,0,1.961,pt
1210,499,57,0,1.961,pt
1220,500,43,1,1.692,drive
1220,501,43,1,1.692,drive
1220,502,43,1,6.096,drive
1221,503,27,0,1.722,drive
1221,504,27,0,4.184,drive
1221,505,27,0,0.371,drive
1221,506,27,0,4.366,drive
1221,507,27,0,4.036,drive
1222,508,8,1,0.693,walk
1231,509,55,0,1.439,drive
1231,510,55,0,1.554,drive
1231,511,55,0,1.554,drive
1240,512,42,0,1.116,walk
1240,513,42,0,1.116,walk
1251,514,37,1,0.736,drive
1251,515,37,1,13.128,drive
1251,516,37,1,13.128,drive
1251,517,37,1,0.736,drive
1252,518,5,1,0.736,drive
1252,519,5,1,0.736,drive
1260,520,49,0,2.532,drive
1260,521,49,0,2.532,drive
1260,522,49,0,0.813,walk
1260,523,49,0,0.813,walk
1261,524,50,1,2.532,drive
1261,525,50,1,2.532,drive
1262,526,24,0,1.818,drive
1262,527,24,0,1.818,drive
1263,528,18,0,2.532,drive
1263,529,18,0,2.532,drive
1270,530,44,1,1.118,drive
1270,531,44,1,1.118,drive
1270,532,44,1,6.803,drive
1270,533,44,1,1.118,drive
1270,534,44,1,1.118,drive
1275,535,5,1,1.118,drive
1275,536,5,1,1.118,drive
1281,537,33,1,6.829,pt
1282,538,11,1,2.65,drive
1282,539,11,1,2.65,drive
1290,540,46,0,4.426,drive
1290,541,46,0,1.268,drive
1290,542,46,0,1.268,drive
1290,543,46,0,4.426,drive
1293,544,18,1,1.121,walk
1293,545,18,1,1.121,walk
1293,546,18,1,1.198,walk
1293,547,18,1,1.198,walk
1300,548,70,1,11.867,pt
1300,549,70,1,11.867,pt
1310,550,40,0,16.661,pt
1320,551,25,1,3.126,pt
1320,552,25,1,3.869,pt
1330,553,19,0,1.006,walk
1330,554,19,0,1.006,walk
1340,555,26,1,0.938,walk
1340,556,26,1,0.938,walk
1350,557,63,0,8.667,pt
1350,558,63,0,8.8,pt
1350,559,63,0,1.401,drive
1350,560,63,0,1.401,drive
1361,561,43,1,8.529,pt
1361,562,43,1,8.529,pt
1370,563,33,0,1.372,walk
1370,564,33,0,1.372,walk
1381,565,24,1,5.794,drive
1381,566,24,1,5.794,drive
1390,567,84,1,3.223,pt
1390,568,84,1,3.01,pt
1400,569,57,1,7.712,drive
1400,570,57,1,4.813,drive
1400,571,57,1,0.644,drive
1400,572,57,1,4.945,drive
1400,573,57,1,3.823,drive
1400,574,57,1,6.005,drive
1401,575,63,0,15.797,pt
1401,576,63,0,15.797,pt
1402,577,17,1,4.587,pt
1410,578,34,0,13.316,pt
1410,579,34,0,2.341,pt
1410,580,34,0,11.689,pt
1411,581,72,0,2.301,drive
1411,582,72,0,2.301,drive
1411,583,72,0,2.301,drive
1411,584,72,0,2.301,drive
1411,585,72,0,2.301,drive
1411,586,72,0,2.301,drive
1420,587,62,0,5.897,drive
1420,588,62,0,8.646,pt
1420,589,62,0,9.149,pt
1420,590,62,0,5.897,drive
1430,591,53,0,7.608,pt
1430,592,53,0,0.504,walk
1430,593,53,0,0.504,walk
1440,594,64,0,3.787,pt
1440,595,64,0,3.787,pt
1440,596,64,0,3.787,pt
1440,597,64,0,3.787,pt
1440,598,64,0,3.787,pt
1440,599,64,0,3.787,pt
1441,600,70,1,4.8,pt
1441,601,70,1,4.8,pt
1450,602,66,1,1.104,drive
1450,603,66,1,1.104,drive
1451,604,70,0,1.104,drive
1451,605,70,0,1.104,drive
1460,606,32,0,8.883,drive
1460,607,32,0,8.883,drive
1470,608,30,1,11.306,pt
1470,609,30,1,11.306,pt
1481,610,54,1,10.255,drive
1481,611,54,1,10.255,drive
1492,612,22,1,2.358,drive
1492,613,22,1,2.358,drive
1500,614,56,0,1.621,pt
1500,615,56,0,5.787,pt
1510,616,21,1,1.543,drive
1510,617,21,1,1.543,drive
1511,618,22,0,5.861,pt
1511,619,22,0,5.861,pt
1520,620,35,0,1.822,drive
1520,621,35,0,1.822,drive
1520,622,35,0,29.701,drive
1521,623,20,0,6.716,pt
1521,624,20,0,6.716,pt
1521,625,20,0,1.822,drive
1521,626,20,0,1.822,drive
1521,627,20,0,29.701,drive
1522,628,35,1,7.137,pt
1522,629,35,1,7.137,pt
1522,630,35,1,29.701,drive
1523,631,13,0,1.822,drive
1523,632,13,0,1.822,drive
1523,633,13,0,29.701,drive
1524,634,9,1,1.822,drive
1524,635,9,1,1.822,drive
1524,636,9,1,29.701,drive
1530,637,34,1,1.132,pt
1530,638,34,1,1.132,pt
1531,639,47,0,9.005,pt
1531,640,47,0,9.005,pt
1540,641,54,0,17.618,pt
1540,642,54,0,17.618,pt
1541,643,53,1,2.397,pt
1541,644,53,1,2.397,pt
1550,645,31,1,0.445,walk
1550,646,31,1,0.445,walk
1551,647,32,0,7.93,drive
1551,648,32,0,7.93,drive
1563,649,19,0,4.021,pt
1563,650,19,0,4.021,pt
1571,651,28,1,12.195,drive
1571,652,28,1,1.496,drive
1571,653,28,1,6.761,drive
1571,654,28,1,11.196,drive
1580,655,20,1,2.676,pt
1580,656,20,1,0.559,walk
1580,657,20,1,3.324,pt
1580,658,20,1,1.992,walk
1580,659,20,1,4.819,pt
1590,660,24,1,0.353,walk
1590,661,24,1,0.353,walk
1591,662,23,1,0.353,walk
1591,663,23,1,1.128,pt
1591,664,23,1,1.311,pt
1592,665,23,0,0.353,walk
1592,666,23,0,0.353,walk
1600,667,77,0,1.926,walk
1600,668,77,0,1.926,walk
1610,669,68,1,2.373,walk
1610,670,68,1,2.373,pt
1611,671,79,0,2.373,walk
1611,672,79,0,2.373,pt
1621,673,18,1,1.169,walk
1622,674,25,0,1.169,walk
1630,675,82,0,1.473,walk
1630,676,82,0,1.473,walk
1630,677,82,0,3.088,pt
1630,678,82,0,3.088,pt
1640,679,32,1,1.073,walk
1640,680,32,1,1.163,walk
1650,681,28,0,0.92,drive
1651,682,37,1,0.92,drive
1661,683,46,0,8.375,cycle
1661,684,46,0,8.375,cycle
1662,685,18,1,1.765,drive
1662,686,18,1,1.765,walk
1671,687,29,0,7.122,pt
1671,688,29,0,7.122,pt
1681,689,33,0,3.322,pt
1681,690,33,0,3.322,pt
1690,691,77,0,0.523,walk
1690,692,77,0,0.523,walk
1700,693,37,0,5.43,pt
1700,694,37,0,5.438,pt
1701,695,34,1,5.43,pt
1701,696,34,1,5.438,pt
1710,697,65,0,4.879,drive
1710,698,65,0,4.879,drive
1720,699,50,0,12.539,pt
1720,700,50,0,12.539,pt
1730,701,30,1,1.778,cycle
1730,702,30,1,4.503,cycle
1730,703,30,1,2.765,cycle
1730,704,30,1,12.035,pt
1730,705,30,1,11.695,pt
1740,706,54,1,3.402,pt
1740,707,54,1,3.402,pt
1750,708,25,0,5.755,pt
1750,709,25,0,4.617,pt
1750,710,25,0,1.1,walk
1761,711,77,0,1.131,walk
1761,712,77,0,1.131,walk
1761,713,77,0,1.131,walk
1761,714,77,0,1.131,walk
1762,715,51,1,8.898,pt
1762,716,51,1,8.898,pt
1770,717,33,0,17.804,pt
1770,718,33,0,17.804,pt
1780,719,22,1,2.623,pt
1780,720,22,1,1.294,walk
1780,721,22,1,1.294,pt
1781,722,25,0,3.165,pt
1781,723,25,0,3.165,pt
1790,724,27,0,14.667,drive
1790,725,27,0,14.667,drive
1790,726,27,0,5.066,drive
1790,727,27,0,5.066,drive
1791,728,59,0,8.773,drive
1791,729,59,0,8.773,drive
1793,730,29,1,1.663,pt
1793,731,29,1,1.663,pt
1794,732,25,0,8.773,pt
1794,733,25,0,8.773,drive
1795,734,25,0,1.14,pt
1795,735,25,0,1.14,pt
1800,736,45,1,4.987,drive
1800,737,45,1,9.838,drive
1800,738,45,1,4.079,drive
1800,739,45,1,4.079,drive
1800,740,45,1,7.075,drive
1801,741,23,1,4.987,drive
1801,742,23,1,9.838,drive
1801,743,23,1,7.075,drive
1802,744,7,1,4.987,drive
1802,745,7,1,9.838,drive
1802,746,7,1,7.075,drive
1803,747,5,1,4.987,drive
1803,748,5,1,9.838,drive
1803,749,5,1,7.075,drive
1810,750,56,1,5.713,pt
1810,751,56,1,5.713,pt
1820,752,87,1,0.809,walk
1820,753,87,1,0.809,walk
1830,754,26,1,8.634,drive
1830,755,26,1,8.634,drive
1830,756,26,1,1.446,drive
1830,757,26,1,1.446,drive
1831,758,10,1,8.634,drive
1831,759,10,1,8.634,drive
1831,760,10,1,1.446,drive
1831,761,10,1,1.446,drive
1840,762,38,1,9.886,drive
1840,763,38,1,9.886,drive
1841,764,46,0,9.886,drive
1841,765,46,0,9.886,drive
1842,766,14,1,9.886,drive
1842,767,14,1,9.886,drive
1843,768,11,0,9.886,drive
1843,769,11,0,9.886,drive
1844,770,9,0,9.886,drive
1844,771,9,0,9.886,drive
1845,772,8,1,9.886,drive
1845,773,8,1,9.886,drive
1850,774,74,0,2.697,drive
1850,775,74,0,2.697,drive
1851,776,70,1,2.697,drive
1851,777,70,1,2.697,drive
1852,778,23,0,2.697,drive
1852,779,23,0,2.697,drive
1862,780,18,1,3.111,drive
1870,781,76,0,9.141,drive
1870,782,76,0,9.141,drive
1871,783,74,1,9.141,drive
1871,784,74,1,9.141,drive
1880,785,30,1,3.176,drive
1880,786,30,1,3.176,drive
1880,787,30,1,3.176,drive
1880,788,30,1,3.176,drive
1890,789,48,1,0.417,walk
1900,790,62,1,3.724,cycle
1900,791,62,1,3.724,cycle
1900,792,62,1,0.913,cycle
1900,793,62,1,0.913,cycle
1910,794,76,0,3.427,pt
1910,795,76,0,3.427,pt
1921,796,64,1,1.544,walk
1921,797,64,1,1.544,walk
1930,798,42,0,1.252,drive
1930,799,42,0,1.252,drive
1940,800,33,1,1.619,pt
1940,801,33,1,1.619,pt
1942,802,6,1,1.619,pt
1942,803,6,1,1.619,pt
1950,804,73,0,1.675,drive
1950,805,73,0,1.675,drive
1950,806,73,0,0.9,drive
1950,807,73,0,0.9,drive
1951,808,71,1,1.675,drive
1951,809,71,1,1.675,drive
1960,810,25,1,1.112,walk
1960,811,25,1,1.255,walk
1960,812,25,1,12.037,pt
1960,813,25,1,12.037,pt
1970,814,31,1,1.012,walk
1970,815,31,1,0.538,walk
1971,816,41,0,1.012,walk
1971,817,41,0,0.538,walk
1980,818,77,1,2.865,drive
1980,819,77,1,2.865,drive
1981,820,83,0,2.865,drive
1981,821,83,0,2.865,drive
1990,822,17,0,9.053,drive
1990,823,17,0,9.053,drive
1991,824,51,0,9.053,drive
1991,825,51,0,9.053,drive
1993,826,11,0,9.053,drive
1993,827,11,0,9.053,drive
2001,828,58,1,2.516,drive
2001,829,58,1,2.516,drive
2001,830,58,1,1.493,walk
2001,831,58,1,1.493,walk
2001,832,58,1,2.367,walk
2001,833,58,1,2.367,walk
2003,834,20,0,7.523,drive
2003,835,20,0,7.523,drive
2010,836,71,1,1.013,walk
2010,837,71,1,1.013,walk
2021,838,66,1,2.61,pt
2021,839,66,1,2.61,pt
2021,840,66,1,4.758,pt
2021,841,66,1,4.758,pt
2032,842,17,1,5.374,pt
2032,843,17,1,5.374,pt
2040,844,28,0,0.91,walk
2040,845,28,0,0.91,walk
2040,846,28,0,7.793,pt
2040,847,28,0,16.691,pt
2041,848,28,1,0.91,walk
2041,849,28,1,10.137,pt
2051,850,87,0,0.982,walk
2051,851,87,0,0.982,walk
2060,852,31,1,6.89,cycle
2060,853,31,1,6.89,cycle
2070,854,43,1,4.47,drive
2070,855,43,1,4.47,drive
2082,856,21,1,1.24,cycle
2082,857,21,1,1.24,cycle
2082,858,21,1,1.679,drive
2082,859,21,1,1.688,drive
2083,860,24,0,1.679,drive
2083,861,24,0,1.688,drive
2090,862,32,1,0.99,walk
2090,863,32,1,1.222,walk
2091,864,34,0,0.99,walk
2091,865,34,0,1.222,walk
2091,866,34,0,0.723,walk
2100,867,32,0,3.722,pt
2100,868,32,0,3.722,pt
2100,869,32,0,1.433,pt
2100,870,32,0,1.649,walk
2101,871,34,1,3.722,pt
2101,872,34,1,3.722,pt
2102,873,13,1,0.784,pt
2102,874,13,1,0.784,pt
2103,875,11,0,0.784,pt
2103,876,11,0,0.784,pt
2104,877,9,0,3.722,pt
2104,878,9,0,3.722,pt
2105,879,7,0,3.722,pt
2105,880,7,0,3.722,pt
2110,881,82,0,8.406,pt
2110,882,82,0,8.825,pt
2110,883,82,0,0.429,walk
2120,884,67,0,1.651,drive
2120,885,67,0,1.651,drive
2121,886,54,1,0.514,drive
2130,887,48,1,3.96,drive
2130,888,48,1,5.529,drive
2131,889,85,1,3.96,drive
2131,890,85,1,5.529,drive
2132,891,79,0,3.96,drive
2132,892,79,0,5.529,drive
2140,893,19,0,12.443,pt
2140,894,19,0,12.685,pt
2141,895,16,0,12.443,pt
2141,896,16,0,12.685,pt
2150,897,30,0,0.779,walk
2150,898,30,0,0.779,walk
