age,female,total_trips,d1_drive,d1_pt,d1_cycle,d1_walk,d2_drive,d2_pt,d2_cycle,d2_walk,d3_drive,d3_pt,d3_cycle,d3_walk,d4_drive,d4_pt,d4_cycle,d4_walk,d5_drive,d5_pt,d5_cycle,d5_walk,cluster,user_id
57,1,3.5019552079808225,0.5580391918053907,0.1506890188132123,0.1517540404525429,0.1395177489288539,0.3078196367932392,0.2146740551317268,0.2321573304814906,0.2453489775935433,0.3764398670657182,0.2157213735383188,0.2031835154922908,0.2046552439036721,0.3772130401482925,0.2182106223437164,0.2068043926312715,0.1977719448767194,0.4819412085666751,0.2322749781491399,0.1427637718034463,0.1430200414807386,0,11
21,0,3.481522044112314,0.3356407358152453,0.2221876599653153,0.2101096224679589,0.2320619817514804,0.4753030561370022,0.1693852802370596,0.1787862781666663,0.1765253854592718,0.6393776425002644,0.1257434881330206,0.1183738247845838,0.1165050445821311,0.4848253038218782,0.2096568548262314,0.1475964237171933,0.1579214176346971,0.3382933820976889,0.2404798376192931,0.2101928167597798,0.2110339635232382,0,12
43,1,2.586020993215608,0.472372011852909,0.1726502225445331,0.1872599825793679,0.16771778302319,0.3238739380164996,0.2223627435636252,0.2216848140835053,0.2320785043363698,0.3859748002887442,0.2114328485395202,0.2045344914408404,0.1980578597308952,0.5815565730628651,0.1466248828891416,0.136290945300247,0.1355275987477461,0.3421338600559813,0.2435514037640888,0.213441570741896,0.2008731654380338,0,13
26,1,4.046158246977309,0.324819504322857,0.2388242912714735,0.237270862133539,0.1990853422721305,0.5202184925419168,0.163726997802183,0.1487290419079064,0.1673254677479939,0.3422671586938821,0.2154949476507155,0.2217814166032032,0.2204564770521993,0.3772840160443205,0.2162332528672187,0.2001131680136332,0.2063695630748273,0.5040385215675882,0.1953719416910297,0.1479055202788787,0.1526840164625033,0,14
56,0,2.6006667016915905,0.4098156602082705,0.1844801668227407,0.1915797408390785,0.2141244321299103,0.4399209791772727,0.1844260821897703,0.1888206670706824,0.1868322715622745,0.5312462260145995,0.1574281472629128,0.1533624993198027,0.1579631274026849,0.3887000676321205,0.2010426487262956,0.2066063581193734,0.2036509255222104,0.47197587170596,0.2467106598258289,0.1421804947466522,0.1391329737215587,0,15
38,0,3.932270574391321,0.4764467888784207,0.1688957400815655,0.175844856846666,0.1788126141933477,0.4295729410230682,0.1976401322272989,0.1846472218209228,0.1881397049287098,0.3769026976876047,0.2062258085648618,0.2063746431731212,0.2104968505744122,0.4735633211618336,0.2043063119449533,0.1672718370214794,0.1548585298717336,0.2762070750592659,0.333168468446666,0.1946585264922916,0.1959659300017764,0,16
41,0,2.6809485560853976,0.4360222571216882,0.2033827063423695,0.1970978217104302,0.1634972148255121,0.4990826596676192,0.1750625761148309,0.1616567900890194,0.1641979741285305,0.3340035601460968,0.227659769312098,0.213640909072425,0.2246957614693801,0.3889662793578643,0.2231485344151096,0.1920120060579063,0.1958731801691196,0.5233225184313495,0.1595598877452113,0.1556331725416753,0.1614844212817638,0,17
51,1,2.248076221658995,0.5782455385722636,0.1283102438492303,0.1342067832792217,0.1592374342992843,0.4562616910015546,0.1717720569622253,0.181178951628654,0.1907873004075658,0.5395261926946792,0.1633428929352962,0.1520173072836621,0.1451136070863624,0.4083719952257821,0.2117819971397927,0.1892307600177682,0.1906152476166569,0.3072127237346652,0.2898967557809951,0.2023895999223735,0.2005009205619661,0,18
38,1,3.42961927146509,0.3159481853017614,0.2373119159869961,0.241236375659412,0.2055035230518305,0.3756471102374392,0.2293282701363433,0.1992445608175277,0.1957800588086896,0.525413827972668,0.1569930070127703,0.1591025950295369,0.1584905699850246,0.3951026372749016,0.2184104014441302,0.189422663669856,0.1970642976111122,0.3620838755181789,0.2263931496934024,0.2000990350131481,0.2114239397752705,0,19
49,1,1.496244369140341,0.3924190251371708,0.205299095201891,0.2080999365067344,0.1941819431542037,0.3840136974019119,0.2015336322228279,0.2001133187211024,0.2143393516541575,0.3278057522255962,0.224932998150772,0.2228540638092958,0.2244071858143359,0.4114667861796988,0.2019114979043359,0.1991338402057491,0.1874878757102161,0.484676365903363,0.2011210491544166,0.1514343362896756,0.1627682486525446,0,20
43,0,4.762427496732894,0.4980560436969586,0.17848456108939,0.1713951468462431,0.1520642483674082,0.4279551436572453,0.1943255866220367,0.1901834816300352,0.1875357880906826,0.4613348503565436,0.1725246828906171,0.1804800467482687,0.1856604200045705,0.3506980316477158,0.2611320903587487,0.1937031070680936,0.1944667709254418,0.267330737092378,0.326806714394677,0.2030275207512582,0.2028350277616865,0,21
32,1,2.7423199122037767,0.4155926621527219,0.1802779457801796,0.1998217930875468,0.2043075989795515,0.4238625150733865,0.1902193175705779,0.1897830841488529,0.1961350832071826,0.5270322599202448,0.1576327533258081,0.1560739861151462,0.1592610006388007,0.4360651790296282,0.1921325161635643,0.1892452573930053,0.1825570474138019,0.3611707629792878,0.2611515949014191,0.1913166292949746,0.1863610128243185,0,22
59,1,2.683571266563506,0.4748951378250831,0.1834135637788122,0.1794199743435914,0.1622713240525132,0.3796131730600279,0.1914995589567395,0.2078703805862496,0.2210168873969829,0.5288596212185718,0.1643663117358915,0.1536010793371066,0.15317298770843,0.5902219088502754,0.1296025318041128,0.1411856918506767,0.1389898674949348,0.3497553653859234,0.2146066410404308,0.2184045469614083,0.2172334466122374,0,23
49,1,1.699991104059006,0.3595898132646807,0.2114263232670951,0.2177121366728039,0.2112717267954202,0.5742233495434462,0.1330803189145333,0.140205973851428,0.1524903576905922,0.5864415149975272,0.1425862747014444,0.1335805099383741,0.1373917003626543,0.471926255768234,0.2133554109111045,0.1624323574108999,0.1522859759097614,0.5421981696080675,0.1636724527094627,0.1462194281545172,0.1479099495279524,0,24
20,0,3.816372160793394,0.3585464395135874,0.2023407402546843,0.2207923983385853,0.2183204218931429,0.5069057492191134,0.1677537975768751,0.1605135892576839,0.1648268639463275,0.5067697996451518,0.1630527468405952,0.1648329455852497,0.1653445079290031,0.4497039712461,0.1787785027391109,0.1778501734229435,0.1936673525918453,0.4971608335971186,0.1550666938061684,0.1773109652679985,0.1704615073287143,0,25
53,1,4.760639603702606,0.5673066733299476,0.1480549717269432,0.1439991719769641,0.1406391829661449,0.4578168569508848,0.1687397788424849,0.1788853921884335,0.1945579720181967,0.4835096072886181,0.1714299934431713,0.1688668149688048,0.1761935842994058,0.32740078803886,0.2271094054376839,0.2210421419977707,0.2244476645256852,0.3279537624380176,0.2604053020407356,0.2095520064687,0.2020889290525468,0,26
50,1,2.466048079853139,0.3705023298149026,0.2014440580353133,0.2220364122108829,0.206017199938901,0.5431908601609036,0.1643917011209456,0.1442224884588202,0.1481949502593306,0.6730689694313018,0.1056954621416782,0.1093975570039619,0.1118380114230579,0.2935936560207327,0.2809055372928896,0.211301698759494,0.2141991079268836,0.4711507620451481,0.1734984051011814,0.1796954071999718,0.1756554256536986,0,27
40,0,3.153238276730284,0.361259522762643,0.2172517383832361,0.2112164997934865,0.2102722390606343,0.5401637034078525,0.1532162592238951,0.1441055355730605,0.1625145017951918,0.5646935661423376,0.1482063791271017,0.1436770935891503,0.1434229611414104,0.5347115644426161,0.1862739469287005,0.1452640873242167,0.1337504013044666,0.4408091802562711,0.1825897072379078,0.1884050069909709,0.1881961055148501,0,28
49,0,1.735270632048322,0.3006423560041764,0.2268470451032752,0.2167418115210086,0.2557687873715396,0.5898894085018108,0.1430738138168653,0.1359611386213543,0.1310756390599693,0.4537092214798843,0.1743502450408796,0.1806561221772407,0.1912844113019953,0.3646125485056111,0.207258788834421,0.2134824799330797,0.2146461827268879,0.3623914354052718,0.2500501492829043,0.1953299897923374,0.1922284255194863,0,29
43,1,1.7768510956569863,0.5380566576329826,0.1459113467050425,0.1504199035656798,0.1656120920962951,0.4639357277170939,0.1787881502599893,0.1896483776055108,0.1676277444174059,0.5615797639214744,0.1509039893706294,0.144753247237769,0.1427629994701272,0.48160714362722,0.1665092183854674,0.1710046459388747,0.1808789920484378,0.4607233610188931,0.2309569919705935,0.1563970484542829,0.1519225985562303,0,30
49,0,2.826938488883437,0.4634781657567659,0.1678881919810967,0.1828110400722295,0.1858226021899078,0.4586604031673998,0.1705713281680687,0.1832418887395769,0.1875263799249545,0.3146590409373139,0.2253823906442116,0.2307738210545901,0.2291847473638843,0.3640742320607941,0.2221697556159761,0.2053886398163117,0.208367372506918,0.5426923925037307,0.15428712399912,0.1513192705986311,0.1517012128985181,0,31
24,0,2.0589547865742377,0.5116825546155193,0.1574621722507909,0.1592769059633166,0.171578367170373,0.3757745653751044,0.2157172883749877,0.2072515384474245,0.2012566078024833,0.4293592980023318,0.1881307496726863,0.1895544322167591,0.1929555201082226,0.4881757018295626,0.1841005595758606,0.1686611363722005,0.1590626022223761,0.4094253339728121,0.2136028130397522,0.1925083507842225,0.1844635022032131,0,32
50,1,3.134465452956351,0.4604412955941412,0.1761038798401692,0.1958676213657484,0.1675872031999411,0.375842493359409,0.1944487855601426,0.2072224500401498,0.2224862710402983,0.6069819466140468,0.1349332757740016,0.130078176090354,0.1280066015215975,0.3227240499230621,0.2212464912910033,0.2307436715923472,0.2252857871935872,0.4519030866982355,0.1930000080342502,0.1812749371729301,0.173821968094584,0,33
42,0,1.9413145762726507,0.4004597498515311,0.2060424896596224,0.2099802080416339,0.1835175524472125,0.3844278226138397,0.2032944351277283,0.1992962843534244,0.2129814579050075,0.3129014342665653,0.2312320751505833,0.2283129292243694,0.2275535613584818,0.3413283891420889,0.246662738288811,0.2012164547673449,0.2107924178017552,0.2960397715219234,0.2883505552039145,0.2080953312858186,0.2075143419883433,0,34
40,0,3.40141188630549,0.4568592167724873,0.1782970222055122,0.1727749740475756,0.1920687869744247,0.4974513721686684,0.1640515389072341,0.1678479496613697,0.1706491392627277,0.3590646351827962,0.2155104981775598,0.2105228860950038,0.2149019805446403,0.3396792080614913,0.2171943364030835,0.2133980080449233,0.2297284474905018,0.3583191777806134,0.2982310751116727,0.1723689839858182,0.1710807631218955,0,35
38,1,3.797856267894139,0.5939801332263568,0.1352892336729002,0.1409156705012288,0.1298149625995142,0.4424747720763734,0.1765848955543062,0.1906023483806561,0.1903379839886644,0.4135797111932343,0.1942831505446935,0.1955444091583062,0.1965927291037658,0.5657658841462865,0.1672212353461537,0.1313800583410911,0.1356328221664686,0.2861890424633895,0.2250980780075159,0.2519076627857023,0.2368052167433923,0,36
44,0,2.6121914557467427,0.5618341884150873,0.1384744643644597,0.1417392804363866,0.1579520667840663,0.394385652235422,0.1940378030307686,0.1951593455370354,0.2164171991967739,0.4919852126000891,0.1657063832257295,0.1703980073061088,0.1719103968680725,0.5507288722340512,0.1458267553088977,0.1523095874614155,0.1511347849956353,0.4303630489712554,0.2102274337871678,0.1774010835358205,0.1820084337057561,0,37
47,1,4.692250818933616,0.3488343040363897,0.2103357932171075,0.2161415472468226,0.22468835549968,0.5054809864627163,0.1687733202915237,0.1568362811610519,0.1689094120847079,0.2827006032067251,0.2280714111088923,0.2427973790569983,0.2464306066273841,0.3768985715104476,0.217541248056792,0.1997145441963739,0.2058456362363865,0.5324583986243671,0.1728564127301925,0.1417852804083236,0.1528999082371167,0,38
37,1,2.4949825333245927,0.5357063631126111,0.1471245528972401,0.1443038265063062,0.1728652574838425,0.5589863636177488,0.1511978284187905,0.1421032078021495,0.1477126001613112,0.5926482173061018,0.1340138215659688,0.1342684647696998,0.1390694963582293,0.5991683731950831,0.1283629962953886,0.1421210292522319,0.1303476012572963,0.2554596212042869,0.3300092657342266,0.2070596753983342,0.2074714376631522,0,39
29,1,4.268887759961518,0.3729469106044226,0.2096338671331141,0.1997163893001294,0.2177028329623338,0.4272423451705463,0.179649175463934,0.1896640721920341,0.2034444071734854,0.6454357726484964,0.1140902487836173,0.1194212674764599,0.1210527110914263,0.4696936178055438,0.1801130990989122,0.1763835375777419,0.1738097455178019,0.4668254630635841,0.2250167697772642,0.1515607208364899,0.1565970463226619,0,40
21,0,4.376181031448142,0.5170481267982655,0.1698246792487311,0.158958407121933,0.1541687868310703,0.4924813454336907,0.1638870602929807,0.1757729406859011,0.1678586535874274,0.3530539991571889,0.2089973096870365,0.2151120044958379,0.2228366866599366,0.4462658374899014,0.2154686535010678,0.1677087532031171,0.1705567558059135,0.4069824564659879,0.2235070912307176,0.1814517763969038,0.1880586759063905,0,41
40,0,2.3199749767453905,0.3970413476070465,0.2233541513976495,0.2019356614243731,0.1776688395709309,0.3440400650206869,0.2341326631605208,0.2143167090427888,0.2075105627760035,0.290509047674311,0.2313871905396829,0.2343051328568564,0.2437986289291494,0.3542060578276727,0.2214999438916196,0.2115820891337863,0.2127119091469213,0.267009634405346,0.2738797084428426,0.2301881317779062,0.2289225253739051,0,42
52,1,2.46674700659021,0.4427530380211414,0.1864994411777905,0.1889714037884442,0.1817761170126236,0.4641033173228278,0.1640244436841717,0.18493656262581,0.1869356763671904,0.3364459317823424,0.2288085859621253,0.2168646728190891,0.217880809436443,0.5172556922584369,0.1558052332942246,0.1646517883900795,0.1622872860572588,0.3644987535888739,0.2967730648275799,0.169952272817521,0.168775908766025,0,43
49,0,4.2593014936807965,0.5536247483416389,0.1296008873371837,0.1397111903118233,0.1770631740093541,0.4833002184657039,0.1784500075842609,0.1606636881517362,0.1775860857982986,0.3364732146498194,0.2178312027486122,0.2252961393186734,0.2203994432828949,0.3694371483678444,0.2137012640150319,0.2113394747689994,0.2055221128481241,0.4220508908040727,0.2064996672257805,0.1896364406013584,0.1818130013687882,0,44
53,1,3.332110013467982,0.4666735329762917,0.1804218593784808,0.179426523823362,0.1734780838218655,0.3871649082423279,0.2135374298045569,0.2024128200053404,0.1968848419477747,0.4324475247860703,0.1827271523003726,0.1879735791184734,0.1968517437950835,0.3254594019815787,0.2681423282728616,0.2073560357605668,0.1990422339849928,0.528980676561749,0.1680640505941336,0.1532690861550144,0.1496861866891029,0,45
48,1,2.3683327187625927,0.4557181657258902,0.185572341078483,0.1843916850857802,0.1743178081098466,0.349671672285461,0.2137284563612894,0.2246837951397653,0.2119160762134841,0.3591192487686853,0.2051599049408499,0.2133988709408962,0.2223219753495687,0.2822245104683735,0.2954727544823691,0.2090322711443285,0.213270463904929,0.3636354808653217,0.2116517396137254,0.2194971740752898,0.2052156054456629,0,46
46,1,4.7105698690964415,0.4477218071991316,0.1892405255790827,0.1829965466231068,0.1800411205986788,0.31031347815377,0.2216929560242728,0.2281273988593839,0.2398661669625731,0.3759197916835124,0.2161951314586961,0.201449685025539,0.2064353918322523,0.4855987764771534,0.2021530158233061,0.1523054884085936,0.1599427192909467,0.4831953016238812,0.1816930618480375,0.1671324823921626,0.1679791541359185,0,47
44,1,2.160436837597308,0.3746269332190869,0.2245742737590557,0.2024136022415444,0.198385190780313,0.5601700548043206,0.1500027863400751,0.1426594598749519,0.1471676989806524,0.510439444508019,0.1679443431059252,0.1633714708139606,0.1582447415720952,0.4208880682268746,0.2059088843833066,0.1857697576118409,0.1874332897779779,0.2923079815833559,0.3038559902462859,0.2090214470953518,0.1948145810750063,0,48
43,1,1.966931312071551,0.4627065461131152,0.1851113835329557,0.1810591878261858,0.1711228825277432,0.3415241066470104,0.2066015130073543,0.2196306196224217,0.2322437607232133,0.4275562437471396,0.1840802877763068,0.1897648901951411,0.1985985782814124,0.3179553855259937,0.2459149188226141,0.2126247950354952,0.2235049006158969,0.4651779739696774,0.1714676576460649,0.1846905302992056,0.1786638380850518,0,49
59,0,4.179188246240788,0.5387603437092299,0.1511234588237541,0.1452492360786297,0.1648669613883862,0.3154932445487455,0.2395190899620545,0.2256799760042275,0.2193076894849724,0.4393031416499295,0.1857723473995105,0.1860959423163922,0.1888285686341678,0.553867279969834,0.1491850905670724,0.1525917701352949,0.1443558593277985,0.3305710169882298,0.2185430889351516,0.225136873710399,0.2257490203662196,0,50
33,1,3.878185754057951,0.4384686429507993,0.1874036455895498,0.1805632593540487,0.193564452105602,0.5577184346764508,0.1509143227659894,0.1384630940393805,0.1529041485181792,0.2845655999335372,0.2388814661494319,0.2428479725618831,0.2337049613551476,0.5383844979641779,0.1830117949480072,0.1440253553548337,0.134578351732981,0.3196307858259281,0.2754873079503481,0.202061322967977,0.2028205832557467,0,51
60,0,1.535150149749321,0.3949143811790073,0.1899603110171272,0.1886966209369359,0.2264286868669294,0.5574952154486973,0.149048358137756,0.1442238323902241,0.1492325940233225,0.2949395705201965,0.234898510540856,0.2397013277896443,0.2304605911493031,0.3216832527265499,0.215690303798772,0.2253304003077288,0.2372960431669492,0.4647410574634623,0.2020905624798779,0.1702809074966661,0.1628874725599935,0,52
55,1,2.108350951526677,0.5074058129986245,0.1502493462223789,0.1579239702657966,0.1844208705131998,0.4568755198908906,0.1861544769960515,0.1680769857388973,0.1888930173741605,0.6333172761807104,0.1180959120757453,0.1257623279486823,0.1228244837948618,0.4597741954724686,0.2132531608116078,0.1666364181226921,0.1603362255932313,0.3189421007932242,0.2352035402360149,0.2282886825244982,0.2175656764462626,0,53
33,0,1.45964660678673,0.4013776018635214,0.2106472711880566,0.195988867389575,0.1919862595588469,0.4150293359427842,0.2020640408708447,0.1843882119339999,0.198518411252371,0.48245416451379,0.1732213022426158,0.1718869459548254,0.1724375872887686,0.5559485726252594,0.1637012545710154,0.1382678097924193,0.1420823630113058,0.514185273005234,0.1834478617362572,0.1502407241532345,0.1521261411052741,0,54
47,1,3.7235312319695137,0.5322202598751743,0.1576625238486401,0.1640053434272546,0.1461118728489308,0.6110135969396358,0.1283516692072384,0.1252843844787845,0.1353503493743413,0.65687114689803,0.1193797193116747,0.1131800479763401,0.1105690858139551,0.4903627991802875,0.1860513839489634,0.1603199141858052,0.1632659026849438,0.2791497017235093,0.2926826151454663,0.2132390578164559,0.2149286253145685,0,55
32,1,3.362316609357017,0.3096686031168483,0.2284429800572493,0.2137917147164479,0.2480967021094544,0.4429317987770702,0.1984367182285553,0.1846092269536719,0.1740222560407025,0.6393513995465683,0.1207228212235255,0.119004415071289,0.120921364158617,0.5284210121452813,0.1769375698377493,0.1422545678467999,0.1523868501701696,0.3628641065130666,0.2782269097197545,0.1798194619865947,0.1790895217805839,0,56
43,0,2.347999966653972,0.544153150546905,0.1426124291723823,0.1418229991401842,0.1714114211405282,0.5403411859670709,0.1550379900937874,0.1494722100921356,0.155148613847006,0.6315902005934173,0.1246511004605268,0.1204457149442917,0.1233129840017641,0.4615315804911816,0.180385833054827,0.1793126302581862,0.1787699561958051,0.4145102195577296,0.2463930197968469,0.1645861734130822,0.1745105872323412,0,57
52,0,4.465192765353435,0.5869577982216542,0.1377156120742313,0.1382602671064713,0.1370663225976431,0.3868802086640558,0.1918505757667485,0.2026363494796692,0.2186328660895264,0.358546939708145,0.2174986189232687,0.2170981675643805,0.2068562738042058,0.5238452373885594,0.1686138820104928,0.1497505936704273,0.1577902869305203,0.4544830297698148,0.21960827376977,0.1641327670017288,0.1617759294586862,0,58
45,0,2.105670770811916,0.5366346804955291,0.142578002800812,0.1525653598618979,0.1682219568417608,0.556674766679461,0.1521134376353204,0.1533427110575799,0.1378690846276387,0.4833989753489532,0.1690957666514336,0.177273719532862,0.170231538466751,0.5243198600536751,0.1828796107089909,0.1403949801149589,0.152405549122375,0.2651239763303797,0.3380226880037276,0.1948448959373918,0.2020084397285008,0,59
21,1,2.3975905300395497,0.506271584831941,0.1701637269364324,0.17171890380448,0.1518457844271465,0.509476956955346,0.1612152433910628,0.1674604311133148,0.1618473685402763,0.595726244962766,0.1383204982824928,0.1290974586758084,0.1368557980789327,0.3391432219760174,0.2199215101895172,0.2187934493236373,0.2221418185108281,0.2941931333347022,0.2708899504925595,0.2212483363910523,0.2136685797816858,0,60
57,1,3.127487913266483,0.5819537280675781,0.124181556358587,0.1321576840332972,0.1617070315405376,0.6345183607191794,0.1268625156055476,0.12090972069128,0.1177094029839929,0.4298816698158806,0.1962531400501676,0.1892526452527085,0.1846125448812432,0.5633686439021424,0.1490473023981086,0.1415706288288794,0.1460134248708695,0.3277113109146445,0.3020687330217929,0.1828836071380289,0.1873363489255335,0,61
53,1,2.765284926479518,0.3181786947240004,0.2269062546093776,0.235163138149744,0.2197519125168779,0.4577375780938013,0.1741678278105159,0.188125222079189,0.1799693720164937,0.508345577087415,0.1638108933811865,0.1630073703156718,0.1648361592157264,0.5553844917070179,0.1407892910112997,0.1558210104351315,0.1480052068465508,0.4122075166444727,0.2608529777068175,0.1637989366057525,0.1631405690429573,0,62
27,0,2.9124814844925915,0.6067740690658586,0.134269425483351,0.1304437124281334,0.1285127930226569,0.3855741942256808,0.2192710064209247,0.1983725062338141,0.1967822931195802,0.6130526879903593,0.1342473204772179,0.124299057948156,0.1284009335842666,0.4426792202296705,0.2044559564454748,0.1782754825422425,0.1745893407826122,0.4609873619000446,0.1907526414044581,0.1714127663610815,0.1768472303344158,0,63
45,0,2.364831319237964,0.5752026761092373,0.1460146684941348,0.1421608380212986,0.1366218173753293,0.3478765177908328,0.2070415205306764,0.2272848884242322,0.2177970732542585,0.3781256034652631,0.2147584625403686,0.2081715814351997,0.1989443525591684,0.5292546146058661,0.1898728283468995,0.1386915006271288,0.1421810564201055,0.3315676336243913,0.2335815128346691,0.2195020834265232,0.2153487701144164,0,64
30,1,3.0455812596851257,0.3803609476335797,0.2108766427924243,0.2054775205475945,0.2032848890264013,0.6504902757437444,0.1211433038511542,0.1145316672860404,0.1138347531190609,0.5029718583220387,0.1661032590047507,0.1619714577183352,0.1689534249548752,0.3816637675879112,0.1997716547270413,0.2086686930079856,0.2098958846770617,0.3706873398652761,0.28415054685806,0.1748551108031137,0.1703070024735501,0,65
51,1,3.711985179506812,0.3885322570812785,0.1904283962549895,0.1976449930414676,0.2233943536222641,0.3662607057832124,0.2167110144034879,0.207926398064838,0.2091018817484616,0.4488281792028959,0.1778162080199555,0.1840422671913937,0.1893133455857547,0.4401723908946339,0.1766414535627629,0.1901202782309477,0.1930658773116556,0.3628435045487678,0.2499400416475996,0.1913206043638594,0.195895849439773,0,66
46,0,2.5185162596697515,0.5243683193527682,0.1637372822677025,0.1623193552891781,0.1495750430903511,0.447716377074622,0.1777524187507556,0.1922580240597662,0.1822731801148562,0.3880486331252564,0.2086509645285341,0.2007976343579525,0.2025027679882569,0.4294838924241,0.1990007710266211,0.1806709995220168,0.190844337027262,0.2803493800669863,0.2957706668470799,0.2130856320654116,0.210794321020522,0,67
21,1,3.495449029702552,0.3604843085593829,0.2003954586079317,0.2054423115193049,0.2336779213133805,0.5945275550653812,0.1427880326805435,0.1249343883666337,0.1377500238874415,0.3450134279580535,0.2148728020476654,0.2202902596259521,0.2198235103683287,0.422078433480776,0.1793525432521883,0.2041284476799855,0.1944405755870499,0.5290537358126951,0.1740619641015591,0.1428533795728911,0.1540309205128545,0,68
32,0,3.6451025924114298,0.3528444540188383,0.2288725770063725,0.2120451848201444,0.2062377841546448,0.5053467989410412,0.1688971580767927,0.1521320066621516,0.1736240363200144,0.3625950655470592,0.2220535668599056,0.2129075082175378,0.2024438593754972,0.3402425342590227,0.2132856059741797,0.2235274082177456,0.222944451549052,0.3756923843365254,0.2272162496605247,0.2007286911586329,0.196362674844317,0,69
51,0,1.642538325641718,0.5167767192402579,0.1580797466043204,0.1783475742931905,0.1467959598622311,0.4992800441457465,0.1594883510038185,0.1732166276961725,0.1680149771542623,0.5615017799593239,0.1409653039256465,0.1476750145708284,0.1498579015442011,0.4776598117229342,0.2050220020589521,0.1568631530075148,0.1604550332105988,0.3692859735031553,0.2924520838016551,0.1650605086011926,0.1732014340939969,0,70
